code,净值日期,累计净值,return
515650,2020-06-18,1.1198,0.007467386414754751
515650,2020-06-19,1.146,0.023397035184854476
515650,2020-06-22,1.1374,-0.0075043630017451735
515650,2020-06-23,1.1483,0.009583260066819088
515650,2020-06-24,1.1569,0.007489332056082931
515650,2020-06-29,1.1618,0.004235456824271733
515650,2020-06-30,1.1774,0.013427440179032635
515650,2020-07-01,1.2166,0.033293697978596715
515650,2020-07-02,1.236,0.01594607923721858
515650,2020-07-03,1.2437,0.006229773462783195
515650,2020-07-06,1.2919,0.03875532684731042
515650,2020-07-07,1.31,0.014010372319839037
515650,2020-07-08,1.3156,0.004274809160305315
515650,2020-07-09,1.3319,0.01238978412891445
515650,2020-07-10,1.3339,0.0015016142353030393
515650,2020-07-13,1.3653,0.023539995501911548
515650,2020-07-14,1.3589,-0.004687614443712018
515650,2020-07-15,1.3715,0.009272205460298721
515650,2020-07-16,1.2773,-0.06868392271235857
515650,2020-07-17,1.3156,0.02998512487277849
515650,2020-07-20,1.3288,0.010033444816053505
515650,2020-07-21,1.3439,0.011363636363636465
515650,2020-07-22,1.362,0.013468264007738595
515650,2020-07-23,1.3779,0.011674008810572456
515650,2020-07-24,1.3115,-0.048189273532186494
515650,2020-07-27,1.3192,0.005871139916126422
515650,2020-07-28,1.3504,0.023650697392359143
